BadBuy,VehicleAge,Color,Transmission,Mileage,Country,AveragePrice,CleanPrice,RetailAveragePrice,AuctionPrice,WarrantyCost
0,7,SILVER,AUTO,106844,OTHER ASIAN,2831,3710,5692,3550,1270
1,3,SILVER,AUTO,60436,OTHER ASIAN,4635,5711,7651,5150,533
0,5,WHITE,AUTO,47122,AMERICAN,5837,7483,9554,8350,975
0,4,GREY,AUTO,86608,AMERICAN,6780,8092,10310,7250,983
0,3,GREY,AUTO,83039,AMERICAN,6579,7808,10429,6850,983
1,6,BLUE,AUTO,76154,TOP LINE ASIAN,4548,5315,7137,5950,569
0,4,WHITE,AUTO,86801,AMERICAN,7636,8868,11629,8250,1503
0,4,WHITE,AUTO,92192,AMERICAN,8161,9453,12143,8750,909
0,5,BLUE,MANUAL,79199,AMERICAN,4706,6084,7667,6150,569
0,4,BLUE,AUTO,84488,OTHER ASIAN,6228,7481,9465,7650,853
0,4,BROWN,AUTO,76652,OTHER ASIAN,6769,7910,10101,7850,920
0,5,SILVER,AUTO,80092,AMERICAN,4356,5820,7616,5750,983
1,6,BLACK,AUTO,96662,AMERICAN,7383,8770,11924,9650,1918
0,4,WHITE,AUTO,95580,AMERICAN,4538,5561,7715,5350,909
0,7,BLACK,AUTO,85791,AMERICAN,2920,3726,5778,4550,1153
1,9,WHITE,AUTO,73817,OTHER ASIAN,3379,4261,6579,5750,1689
0,3,GREY,AUTO,67948,AMERICAN,9975,11538,13938,10350,1215
0,3,GREY,AUTO,85469,AMERICAN,7315,9183,11246,7050,1633
0,2,BLACK,AUTO,58492,AMERICAN,7394,8514,10991,6850,754
0,5,WHITE,AUTO,100618,AMERICAN,4789,5227,7906,4450,1450
0,5,BLUE,AUTO,79218,AMERICAN,4266,5621,7857,6650,1974
0,4,RED,AUTO,75384,AMERICAN,6587,8068,10057,6450,1038
0,6,GOLD,AUTO,71824,AMERICAN,7232,8772,11461,8950,1038
0,5,RED,AUTO,84519,AMERICAN,4035,4755,6790,5350,853
0,3,RED,AUTO,66734,AMERICAN,5874,7208,9875,6950,825
0,4,WHITE,AUTO,84873,OTHER ASIAN,6228,7481,9465,7450,853
0,4,BLUE,AUTO,48501,AMERICAN,8250,10478,11793,8850,905
0,6,WHITE,AUTO,50497,AMERICAN,3427,4496,6546,5690,1086
0,5,WHITE,AUTO,89393,AMERICAN,8633,10219,13165,9850,1113
0,3,SILVER,AUTO,77784,AMERICAN,7088,8632,10920,7150,1974
0,6,SILVER,MANUAL,86084,AMERICAN,3660,4798,6911,5150,1763
0,6,GOLD,AUTO,80664,AMERICAN,2844,4199,6592,5350,5092
0,8,BLUE,AUTO,74363,AMERICAN,2888,4207,5833,5170,1220
0,8,GOLD,AUTO,59439,TOP LINE ASIAN,2217,3152,4039,5500,805
0,3,SILVER,AUTO,61749,AMERICAN,6144,7499,9961,7550,825
0,7,SILVER,AUTO,83662,AMERICAN,2491,3396,5392,3150,2322
0,4,GREY,MANUAL,79435,OTHER ASIAN,4543,5883,7844,4750,569
0,5,SILVER,AUTO,86268,AMERICAN,7701,8468,11708,9150,1243
0,6,MAROON,AUTO,89028,OTHER ASIAN,2641,3587,5612,4450,594
0,5,BLUE,AUTO,76441,AMERICAN,7542,9161,10896,8350,1272
0,2,SILVER,AUTO,83133,AMERICAN,8590,9824,12889,7050,983
0,3,YELLOW,AUTO,76825,AMERICAN,5880,6875,9405,5550,803
0,3,GREY,AUTO,54194,AMERICAN,5084,6155,9282,6050,754
0,7,GOLD,AUTO,74756,AMERICAN,3019,4369,6104,4950,2274
0,6,SILVER,AUTO,102663,AMERICAN,4608,5865,7845,4450,1610
1,4,SILVER,AUTO,77162,AMERICAN,6038,7412,9285,6650,1974
0,4,WHITE,AUTO,82989,AMERICAN,4473,5570,7660,5550,1243
0,7,SILVER,AUTO,73563,TOP LINE ASIAN,5160,5987,7828,7650,869
0,4,GREY,MANUAL,56430,OTHER ASIAN,6785,7766,9961,7650,837
0,6,RED,AUTO,88796,OTHER ASIAN,4805,6001,8138,6850,594
0,4,SILVER,AUTO,70533,AMERICAN,9299,11012,12945,10055,1740
0,3,GREY,AUTO,61967,AMERICAN,9115,10662,13009,8150,728
0,4,GOLD,AUTO,83470,AMERICAN,4206,5518,7503,5890,983
0,7,WHITE,AUTO,96213,AMERICAN,2722,3748,5483,3850,1353
0,6,BLUE,AUTO,75993,AMERICAN,3564,4623,6632,4450,1389
0,4,ORANGE,AUTO,45341,AMERICAN,3676,4458,6374,4650,623
0,2,RED,AUTO,84579,AMERICAN,9310,10776,13181,8250,2152
0,5,RED,AUTO,69555,AMERICAN,4232,5655,7097,5750,825
0,4,MAROON,AUTO,59946,AMERICAN,6394,7738,10470,7250,671
0,5,GREY,AUTO,106092,AMERICAN,3538,4575,6566,4150,1450
0,3,WHITE,AUTO,58315,AMERICAN,7502,8827,11339,8350,920
0,4,WHITE,AUTO,69212,AMERICAN,4746,6217,8624,6350,1411
0,6,BLACK,AUTO,66454,AMERICAN,6497,8098,10318,8250,1508
0,3,BLACK,AUTO,47690,OTHER ASIAN,6997,8733,10740,8250,623
0,5,GREY,AUTO,70191,TOP LINE ASIAN,7180,8183,10416,7750,569
0,9,BLACK,AUTO,89462,AMERICAN,3012,4373,6236,4300,2193
0,4,SILVER,AUTO,74866,AMERICAN,7785,10032,11153,8000,1389
0,2,BLACK,AUTO,79965,AMERICAN,6863,7940,10215,7100,920
0,3,WHITE,AUTO,55448,AMERICAN,7569,8763,10821,8380,1500
0,2,BLACK,AUTO,51098,AMERICAN,8188,9046,12500,9180,1003
0,4,RED,AUTO,70788,OTHER ASIAN,7267,8931,11251,8000,1740
0,4,WHITE,AUTO,70520,OTHER ASIAN,5204,6002,8867,6550,569
0,8,BLACK,AUTO,68598,AMERICAN,6623,7968,9403,8450,1320
0,3,SILVER,AUTO,63320,AMERICAN,6033,7191,8805,7190,923
0,4,SILVER,AUTO,82744,AMERICAN,5689,7043,9607,7050,1633
0,3,SILVER,MANUAL,70986,TOP LINE ASIAN,9419,10540,13158,7950,569
0,6,BLUE,AUTO,89286,AMERICAN,6873,8213,10662,8050,1503
0,8,WHITE,AUTO,54360,AMERICAN,2508,3419,4894,4450,1469
0,4,SILVER,AUTO,64252,AMERICAN,4742,6062,7902,5950,728
0,8,BLUE,AUTO,101397,AMERICAN,2433,3519,5037,3950,2390
0,3,RED,AUTO,63078,OTHER ASIAN,8162,9724,12435,7150,923
0,6,WHITE,AUTO,81678,AMERICAN,3826,5103,7104,4450,1633
0,6,BLACK,AUTO,61990,AMERICAN,4995,6006,8332,6550,728
0,7,GOLD,AUTO,100908,AMERICAN,3068,4379,6214,4250,2871
0,2,RED,AUTO,77866,OTHER ASIAN,10192,10457,13316,8250,1038
0,3,BLUE,AUTO,81782,AMERICAN,7165,8682,11098,7250,2152
1,6,WHITE,AUTO,90849,AMERICAN,3500,4889,6336,4450,765
1,4,MAROON,AUTO,60383,AMERICAN,4742,6062,7902,6050,728
0,3,RED,AUTO,81727,AMERICAN,7165,8682,11098,7150,2152
0,6,BLACK,AUTO,106897,AMERICAN,3229,3983,6440,2820,1450
1,3,GOLD,AUTO,80661,AMERICAN,8982,10528,12821,7350,853
1,8,GREY,AUTO,67456,AMERICAN,2534,3698,5356,4450,1125
0,3,GREY,AUTO,64853,OTHER ASIAN,6177,7423,9324,6950,728
0,5,BLACK,AUTO,85050,OTHER ASIAN,11272,12874,15330,11250,1113
0,7,SILVER,AUTO,77583,AMERICAN,4787,5668,7755,6750,986
0,6,SILVER,AUTO,92110,AMERICAN,3229,3983,6440,4450,1341
0,6,RED,AUTO,94486,AMERICAN,7146,8979,10982,8450,1918
1,4,RED,AUTO,78188,AMERICAN,6091,7482,10090,6650,1506
0,2,GREY,AUTO,34367,OTHER ASIAN,5714,6558,9264,6550,642
0,7,WHITE,AUTO,99137,AMERICAN,2692,3679,5417,3750,1353
0,3,RED,AUTO,78457,OTHER ASIAN,8522,10711,13754,7950,1389
0,3,SILVER,AUTO,74172,AMERICAN,7367,8546,10570,7850,1974
0,7,RED,AUTO,64131,AMERICAN,3089,3807,6190,4150,1515
0,7,SILVER,AUTO,85595,OTHER ASIAN,4835,6472,8081,6750,1023
0,4,MAROON,AUTO,61940,OTHER ASIAN,6021,7183,9538,7550,728
0,4,SILVER,AUTO,76376,AMERICAN,8534,10701,12175,9350,1272
0,1,RED,AUTO,45422,AMERICAN,9274,9900,13280,8900,834
0,1,BEIGE,AUTO,44767,AMERICAN,9274,9900,13280,8900,834
0,1,BLUE,AUTO,41623,AMERICAN,9274,9900,13280,8900,834
0,1,BEIGE,AUTO,46676,AMERICAN,9274,9900,13280,8900,834
0,1,BEIGE,AUTO,43044,AMERICAN,9274,9900,13280,8900,834
0,1,BLUE,AUTO,45499,AMERICAN,9274,9900,13280,8900,834
0,1,WHITE,AUTO,44022,AMERICAN,9274,9900,13280,8900,834
0,1,BLUE,AUTO,45464,AMERICAN,9274,9900,13280,8900,834
0,1,WHITE,AUTO,46499,AMERICAN,9274,9900,13280,8900,834
0,1,SILVER,AUTO,44883,AMERICAN,9274,9900,13280,8900,834
0,1,SILVER,AUTO,44829,AMERICAN,9274,9900,13280,8900,834
0,1,BEIGE,AUTO,46978,AMERICAN,10076,10771,13772,9200,834
0,1,SILVER,AUTO,45056,AMERICAN,9212,9833,13215,8900,834
0,1,SILVER,AUTO,47988,AMERICAN,10076,10771,13772,9200,834
1,1,WHITE,AUTO,41547,AMERICAN,9212,9833,13215,9000,834
0,1,BLUE,AUTO,46292,AMERICAN,9212,9833,13215,8900,834
0,1,WHITE,AUTO,46098,AMERICAN,9212,9833,13215,8900,834
0,1,WHITE,AUTO,41646,AMERICAN,7127,7515,10855,6800,975
0,1,SILVER,AUTO,39825,AMERICAN,7127,7515,10855,7000,882
0,1,SILVER,AUTO,34070,AMERICAN,7127,7515,10855,7200,882
0,1,WHITE,AUTO,38675,AMERICAN,7127,7515,10855,7000,882
0,1,WHITE,AUTO,40205,AMERICAN,7127,7515,10855,7200,975
0,1,GOLD,AUTO,38703,AMERICAN,8698,9196,12824,8700,762
0,1,SILVER,AUTO,37689,AMERICAN,7127,7515,10855,7000,882
0,1,WHITE,AUTO,37153,AMERICAN,7127,7515,10855,7200,882
0,1,SILVER,AUTO,35958,AMERICAN,7127,7515,10855,7200,882
0,1,SILVER,AUTO,38381,AMERICAN,7127,7515,10855,7000,882
0,1,SILVER,AUTO,40537,AMERICAN,7127,7515,10855,6800,975
0,1,GOLD,AUTO,36266,AMERICAN,8698,9196,12824,9000,762
0,1,SILVER,AUTO,37729,AMERICAN,8698,9196,12824,8700,762
0,1,WHITE,AUTO,40409,AMERICAN,7127,7515,10855,6800,975
0,1,WHITE,AUTO,43310,AMERICAN,9177,9732,13215,9100,834
0,1,WHITE,AUTO,40812,AMERICAN,7127,7515,10855,6800,975
0,1,WHITE,AUTO,45844,AMERICAN,8698,9196,12824,8400,834
0,1,GOLD,AUTO,40229,AMERICAN,8698,9196,12824,8700,834
0,1,SILVER,AUTO,43755,AMERICAN,7127,7515,10855,6800,975
0,1,BLUE,AUTO,43863,AMERICAN,9177,9732,13215,9100,834
1,1,SILVER,AUTO,36359,AMERICAN,7127,7515,10855,7000,882
0,1,SILVER,AUTO,40183,AMERICAN,7127,7515,10855,6800,975
0,1,SILVER,AUTO,42245,AMERICAN,7127,7515,10855,6800,975
0,1,WHITE,AUTO,39937,AMERICAN,7127,7515,10855,7000,882
0,1,BLUE,AUTO,40960,AMERICAN,8698,9196,12824,8700,834
0,1,SILVER,AUTO,34351,AMERICAN,7127,7515,10855,7200,882
0,1,SILVER,AUTO,36178,AMERICAN,8698,9196,12824,9000,762
0,1,SILVER,AUTO,39961,AMERICAN,8698,9196,12824,8700,762
0,1,SILVER,AUTO,37775,AMERICAN,7127,7515,10855,7000,882
0,1,SILVER,AUTO,35792,AMERICAN,7127,7515,10855,7200,882
0,1,SILVER,AUTO,35709,AMERICAN,7127,7515,10855,7200,882
0,1,SILVER,AUTO,34093,AMERICAN,7127,7515,10855,7200,882
0,1,SILVER,AUTO,42244,AMERICAN,7127,7515,10855,6800,975
0,1,SILVER,AUTO,36483,AMERICAN,7127,7515,10855,7000,882
0,1,SILVER,AUTO,39966,AMERICAN,7127,7515,10855,7000,882
0,1,SILVER,AUTO,40170,AMERICAN,7127,7515,10855,6800,975
0,1,GOLD,AUTO,37093,AMERICAN,9177,9732,13215,9200,762
0,1,BLUE,AUTO,35810,AMERICAN,8698,9196,12824,9000,762
0,1,WHITE,AUTO,37612,AMERICAN,8698,9196,12824,9000,762
0,1,GOLD,AUTO,36861,AMERICAN,9198,9764,13231,9200,762
0,1,SILVER,AUTO,38877,AMERICAN,8734,9232,12877,8700,762
0,1,BLUE,AUTO,40057,AMERICAN,8734,9232,12877,8700,834
0,1,GREY,AUTO,38293,AMERICAN,9198,9764,13231,9200,762
0,1,GOLD,AUTO,39063,AMERICAN,8734,9232,12877,8700,762
0,1,WHITE,AUTO,40475,AMERICAN,9198,9764,13231,8900,834
0,1,BEIGE,AUTO,47900,AMERICAN,9260,9867,12860,8800,834
0,1,WHITE,AUTO,47793,AMERICAN,9260,9867,12860,8800,834
0,1,SILVER,AUTO,44194,AMERICAN,9260,9867,12860,9100,834
0,1,SILVER,AUTO,37613,AMERICAN,7373,7809,11392,7100,882
0,1,WHITE,AUTO,36866,AMERICAN,7373,7809,11392,7100,882
0,1,SILVER,AUTO,37298,AMERICAN,7373,7809,11392,7100,882
0,1,RED,AUTO,67436,AMERICAN,9331,9905,13191,8800,1020
0,1,SILVER,AUTO,39804,AMERICAN,7373,7809,11392,7100,882
0,1,WHITE,AUTO,34218,AMERICAN,7373,7809,11392,7300,882
0,1,SILVER,AUTO,38560,AMERICAN,7373,7809,11392,7100,882
0,1,SILVER,AUTO,37444,AMERICAN,9331,9905,13191,9100,762
0,1,WHITE,AUTO,40124,AMERICAN,8835,9388,12456,8700,834
0,1,WHITE,AUTO,38876,AMERICAN,7373,7809,11392,7100,882
0,1,SILVER,AUTO,43253,AMERICAN,8835,9388,12456,8700,834
0,1,WHITE,AUTO,35143,AMERICAN,9331,9905,13191,9400,762
0,1,WHITE,AUTO,36154,AMERICAN,7373,7809,11392,7300,882
0,1,GOLD,AUTO,38896,AMERICAN,8835,9388,12456,8700,762
0,1,BLUE,AUTO,35360,AMERICAN,8835,9388,12456,9000,762
0,1,WHITE,AUTO,42893,AMERICAN,8835,9388,12456,8700,834
0,1,GREY,AUTO,41509,AMERICAN,8835,9388,12456,8700,834
0,1,BLUE,AUTO,39821,AMERICAN,8835,9388,12456,8700,762
0,1,SILVER,AUTO,37964,AMERICAN,7373,7809,11392,7100,882
0,1,SILVER,AUTO,38408,AMERICAN,7373,7809,11392,7100,882
0,1,RED,AUTO,41212,AMERICAN,8835,9388,12456,8400,834
0,1,GREY,AUTO,42266,AMERICAN,9331,9905,13191,8900,834
0,1,WHITE,AUTO,39227,AMERICAN,8835,9388,12456,8700,762
0,1,GOLD,AUTO,36238,AMERICAN,8835,9388,12456,8700,762
0,1,WHITE,AUTO,34173,AMERICAN,7373,7809,11392,7300,882
0,1,BLUE,AUTO,49049,AMERICAN,9488,9912,12934,8600,834
0,1,GOLD,AUTO,42414,AMERICAN,9014,9464,12320,8800,834
0,6,WHITE,AUTO,68728,AMERICAN,3646,4618,4438,4200,4210
0,4,GREEN,AUTO,44161,AMERICAN,3963,4999,4780,5800,834
0,4,WHITE,AUTO,44952,AMERICAN,5569,6584,6515,5700,975
0,6,WHITE,AUTO,69499,AMERICAN,3646,4618,4438,4100,4210
0,3,WHITE,AUTO,54291,AMERICAN,5480,6461,6418,6300,1086
0,3,GREEN,AUTO,74784,AMERICAN,5480,6461,6418,5100,1389
0,3,WHITE,AUTO,77432,AMERICAN,6236,7442,7235,5200,1272
0,4,WHITE,AUTO,49432,AMERICAN,5569,6584,6515,5700,975
0,5,SILVER,AUTO,81767,AMERICAN,8586,9850,9773,8400,1113
0,3,WHITE,AUTO,37539,AMERICAN,5480,6461,6418,6100,882
0,6,WHITE,AUTO,72742,AMERICAN,10725,12597,12083,8700,2274
0,4,WHITE,AUTO,35708,AMERICAN,3963,4999,4780,5700,762
0,4,BLUE,AUTO,40435,AMERICAN,3963,4999,4780,5600,834
0,3,SILVER,AUTO,59780,AMERICAN,6311,7450,7316,6600,837
1,7,MAROON,AUTO,47084,AMERICAN,2765,4336,3486,4500,3222
0,3,WHITE,AUTO,76279,AMERICAN,8831,11160,10037,6600,2091
0,3,WHITE,AUTO,52658,AMERICAN,5480,6461,6418,6100,1086
0,7,WHITE,AUTO,55167,AMERICAN,2698,3809,3414,4200,805
0,3,WHITE,AUTO,52062,AMERICAN,5480,6461,6418,6300,1086
0,3,SILVER,AUTO,71199,AMERICAN,6236,7442,7235,5700,1272
0,4,RED,AUTO,66044,AMERICAN,5569,6584,6515,5500,1215
1,7,WHITE,AUTO,14961,AMERICAN,0,0,0,4900,882
0,7,SILVER,AUTO,46852,AMERICAN,2698,3809,3414,4700,782
0,4,BLUE,AUTO,57139,AMERICAN,3963,4999,4780,5500,920
0,6,SILVER,AUTO,69601,AMERICAN,4399,5349,5251,5800,1320
0,6,GREEN,AUTO,80990,AMERICAN,7045,8992,8109,7500,1803
0,4,WHITE,AUTO,70027,AMERICAN,8301,10457,9465,5700,2091
0,7,WHITE,AUTO,61222,AMERICAN,2622,3740,3332,4200,1711
0,7,GREEN,AUTO,44799,AMERICAN,2765,4336,3486,4100,3222
0,7,GREEN,AUTO,55835,AMERICAN,2765,4336,3486,4000,3676
0,7,SILVER,AUTO,47887,AMERICAN,2765,4336,3486,4100,3222
1,3,WHITE,AUTO,66948,AMERICAN,5480,6461,6418,4900,1215
0,3,SILVER,AUTO,79161,AMERICAN,6858,8107,7907,7030,1974
0,3,SILVER,AUTO,77448,AMERICAN,6897,8449,7949,6230,1974
0,6,WHITE,AUTO,74890,AMERICAN,4936,6231,5831,7030,2274
0,3,WHITE,AUTO,89750,AMERICAN,6867,8151,7916,6230,2152
0,3,BLUE,AUTO,80933,AMERICAN,7672,9809,8786,7300,2282
0,4,SILVER,AUTO,80310,AMERICAN,3816,4977,4621,3610,2412
0,4,BLUE,AUTO,73246,AMERICAN,9109,10989,10338,8440,1623
0,3,SILVER,AUTO,82843,AMERICAN,7611,9243,8720,7030,1373
0,8,WHITE,AUTO,86140,AMERICAN,3717,4994,4514,5645,1153
0,3,BLACK,AUTO,76407,AMERICAN,8819,10213,12226,7670,1272
0,3,SILVER,AUTO,62695,AMERICAN,0,0,0,8300,1703
0,4,RED,AUTO,71685,AMERICAN,4041,4802,7410,4710,803
0,3,RED,AUTO,67280,AMERICAN,9044,10399,12732,8840,1118
0,4,BLACK,AUTO,74147,AMERICAN,8885,10636,12736,8440,1389
0,3,SILVER,AUTO,89807,AMERICAN,7987,9046,11505,6700,2152
0,3,BLACK,AUTO,68559,AMERICAN,4780,5761,7972,5630,728
0,4,BLACK,AUTO,44893,AMERICAN,6166,7478,9952,7990,1328
0,4,BEIGE,AUTO,40550,AMERICAN,4780,5907,8463,5530,975
0,5,BEIGE,AUTO,76076,AMERICAN,7285,8696,11116,6900,1740
0,3,GOLD,AUTO,73171,AMERICAN,7987,9046,11505,6800,1974
0,3,WHITE,AUTO,87001,AMERICAN,7300,8370,10551,6700,1373
0,3,WHITE,AUTO,75786,AMERICAN,7462,8441,11507,7500,2091
0,3,BLUE,AUTO,93797,AMERICAN,7987,9046,11505,6500,2351
0,3,SILVER,AUTO,68813,AMERICAN,8058,9130,11595,8000,1703
0,3,GREEN,AUTO,69154,AMERICAN,5547,6967,9222,5630,825
0,3,WHITE,AUTO,63995,AMERICAN,8058,9130,11595,8100,1703
0,4,BLUE,AUTO,72682,AMERICAN,6206,7808,9699,7130,1974
0,4,GREY,AUTO,81650,AMERICAN,6508,7957,9956,7500,2152
0,4,BLUE,AUTO,70864,AMERICAN,4686,5713,8416,5730,1389
0,2,SILVER,AUTO,58738,AMERICAN,7133,7744,10238,6500,671
0,2,BLUE,AUTO,58345,OTHER ASIAN,7053,7727,10519,6500,505
0,2,SILVER,AUTO,55001,AMERICAN,7133,7744,10238,6500,671
0,3,WHITE,AUTO,50632,AMERICAN,7555,8981,11421,7500,754
1,2,BLUE,AUTO,48189,AMERICAN,8251,9000,11900,8500,834
0,2,SILVER,AUTO,44722,AMERICAN,8251,9000,11900,8500,834
0,2,SILVER,AUTO,48991,AMERICAN,8251,9000,11900,8500,834
0,2,BLACK,AUTO,45919,AMERICAN,8251,9000,11900,8500,834
0,2,SILVER,AUTO,51463,AMERICAN,8251,9000,11900,8400,920
0,2,WHITE,AUTO,44543,AMERICAN,8430,9075,12112,8500,834
1,2,SILVER,AUTO,49707,AMERICAN,8251,9000,11900,8500,834
1,2,SILVER,AUTO,49326,AMERICAN,8251,9000,11900,8500,834
1,2,RED,AUTO,48269,AMERICAN,8251,9000,11900,8500,834
0,2,SILVER,AUTO,47312,AMERICAN,8251,9000,11900,8500,834
0,2,BLUE,AUTO,52729,AMERICAN,7113,7797,10485,6300,1086
0,2,SILVER,AUTO,51086,AMERICAN,8607,9218,12024,8200,920
0,2,WHITE,AUTO,46324,AMERICAN,8650,9527,12160,8500,834
0,3,RED,AUTO,51546,AMERICAN,6068,7048,9387,6500,1086
0,3,SILVER,AUTO,46720,AMERICAN,6068,7048,9387,6400,975
0,3,MAROON,AUTO,58899,AMERICAN,5582,6853,8967,5600,754
0,2,WHITE,AUTO,47779,AMERICAN,6536,7012,9791,6500,623
0,2,WHITE,AUTO,49811,AMERICAN,6586,7189,9885,6500,623
0,2,WHITE,AUTO,46043,AMERICAN,8665,9526,12175,8500,834
0,2,WHITE,AUTO,57702,AMERICAN,6686,7290,10072,6500,671
0,2,GREY,AUTO,57457,AMERICAN,6631,7109,9969,6500,671
0,2,SILVER,AUTO,59089,AMERICAN,7950,8563,11110,7500,754
0,2,SILVER,AUTO,49329,AMERICAN,6631,7109,9969,6500,623
0,2,WHITE,AUTO,58717,AMERICAN,7393,7998,10288,6800,671
0,2,GREY,AUTO,59263,AMERICAN,8603,9379,11874,8200,837
0,2,BLACK,AUTO,63122,AMERICAN,8111,9027,11948,7800,728
0,2,GREY,AUTO,50402,AMERICAN,6631,7109,9969,6500,671
0,3,BLUE,AUTO,44717,AMERICAN,6261,7204,9489,6200,975
0,2,RED,AUTO,40459,AMERICAN,6707,7195,9660,6800,623
0,2,GREY,AUTO,44649,AMERICAN,6707,7195,9660,6500,623
0,2,GREY,AUTO,41403,AMERICAN,6707,7195,9660,6800,623
0,2,RED,AUTO,44438,AMERICAN,6756,7334,9717,6500,623
0,2,YELLOW,AUTO,41552,AMERICAN,6756,7334,9717,6800,623
0,2,SILVER,AUTO,47224,AMERICAN,7513,8122,10861,7000,623
0,2,SILVER,AUTO,41211,AMERICAN,6756,7334,9717,6800,623
0,2,SILVER,AUTO,42574,AMERICAN,6707,7195,9660,6800,623
0,2,WHITE,AUTO,40334,AMERICAN,6707,7195,9660,6800,623
0,2,RED,AUTO,40372,AMERICAN,6707,7195,9660,6800,623
0,2,RED,AUTO,40957,AMERICAN,6707,7195,9660,6800,623
0,2,SILVER,AUTO,48372,AMERICAN,7513,8122,10861,7000,623
0,2,GREY,AUTO,41377,AMERICAN,6707,7195,9660,6800,623
0,2,WHITE,AUTO,44083,AMERICAN,6756,7334,9717,6500,623
0,2,RED,AUTO,44763,AMERICAN,6707,7195,9660,6500,623
0,2,WHITE,AUTO,41287,AMERICAN,6707,7195,9660,6800,623
0,2,WHITE,AUTO,48169,AMERICAN,7513,8122,10861,7000,623
0,2,WHITE,AUTO,45395,AMERICAN,6707,7195,9660,6500,623
0,2,WHITE,AUTO,46306,AMERICAN,6756,7334,9717,6600,623
0,1,WHITE,AUTO,60438,OTHER ASIAN,10917,11437,14915,8500,533
0,2,WHITE,AUTO,84559,TOP LINE ASIAN,0,0,0,10100,594
0,2,SILVER,AUTO,40259,AMERICAN,7541,8059,10652,6800,623
0,3,BEIGE,AUTO,37250,AMERICAN,5974,6873,8984,6800,582
0,2,RED,AUTO,56958,AMERICAN,6757,7141,9802,6500,671
0,2,RED,AUTO,49679,AMERICAN,7507,8023,10609,6800,623
0,2,BLUE,AUTO,57065,TOP LINE ASIAN,8367,8859,11471,7500,505
0,2,GREEN,AUTO,58485,TOP LINE ASIAN,8367,8859,11471,7500,505
0,2,RED,AUTO,46382,AMERICAN,6904,7501,10015,6500,623
0,2,RED,AUTO,45562,OTHER ASIAN,6790,7308,10530,6500,482
0,2,WHITE,AUTO,57439,AMERICAN,7507,8023,10609,6800,671
0,2,BLACK,AUTO,57634,AMERICAN,7507,8023,10609,6800,671
0,2,SILVER,AUTO,58821,AMERICAN,8236,8852,11166,7500,671
0,2,RED,AUTO,46958,AMERICAN,6757,7141,9802,6500,623
0,2,BLUE,AUTO,58361,AMERICAN,8279,8890,11248,6500,1086
0,2,BLUE,AUTO,56162,AMERICAN,7507,8023,10609,6800,671
0,2,SILVER,AUTO,58361,AMERICAN,7474,7987,10986,6800,671
0,2,GOLD,AUTO,59268,OTHER ASIAN,6616,7718,8766,6500,505
0,2,WHITE,AUTO,40748,OTHER ASIAN,6874,7324,10192,6535,482
0,2,BLUE,AUTO,45194,AMERICAN,7813,8262,11116,7735,693
0,2,BLUE,AUTO,45146,AMERICAN,7813,8262,11116,7735,693
0,2,BLACK,AUTO,48341,OTHER ASIAN,7590,8214,10725,6735,482
0,2,ORANGE,AUTO,49020,AMERICAN,7813,8262,11116,7735,693
0,2,SILVER,AUTO,46095,AMERICAN,7440,7927,10649,6535,623
0,2,WHITE,AUTO,44790,AMERICAN,6986,7531,9886,6035,623
0,2,GOLD,AUTO,49346,OTHER ASIAN,7590,8214,10725,6735,482
0,2,RED,AUTO,48240,OTHER ASIAN,7590,8214,10725,6735,482
0,2,WHITE,AUTO,41756,OTHER ASIAN,6874,7324,10192,6535,482
0,2,ORANGE,AUTO,47840,OTHER ASIAN,6829,8002,9370,6235,482
0,2,SILVER,AUTO,48155,AMERICAN,6986,7531,9886,6035,623
0,2,SILVER,AUTO,43982,AMERICAN,7440,7927,10649,6735,623
0,2,BLACK,AUTO,42232,OTHER ASIAN,6874,7324,10192,6535,482
0,2,SILVER,AUTO,40655,AMERICAN,7440,7927,10649,6735,623
0,2,BLUE,AUTO,44604,OTHER ASIAN,7590,8214,10725,6735,482
0,2,BLUE,AUTO,44386,OTHER ASIAN,6874,7324,10192,6535,482
0,2,BLUE,AUTO,58670,AMERICAN,7441,7933,10958,6800,671
0,2,BEIGE,AUTO,44725,OTHER ASIAN,7590,8214,10725,6735,482
0,2,SILVER,AUTO,45256,OTHER ASIAN,7590,8214,10725,6735,482
0,2,BLACK,AUTO,49200,OTHER ASIAN,6835,7307,10466,6500,482
0,2,WHITE,AUTO,46820,OTHER ASIAN,7590,8214,10725,6735,482
1,2,SILVER,AUTO,47653,AMERICAN,6691,7086,9551,6500,623
0,2,BLUE,AUTO,45889,OTHER ASIAN,6837,7303,10137,6535,482
0,2,WHITE,AUTO,51402,AMERICAN,7426,7908,10634,6535,671
0,2,RED,AUTO,46525,AMERICAN,7426,7908,10634,6800,623
0,2,RED,AUTO,44973,OTHER ASIAN,7580,8199,10711,6735,482
0,2,WHITE,AUTO,46421,AMERICAN,7782,8230,11085,7735,693
0,2,BLUE,AUTO,41386,OTHER ASIAN,6837,7303,10137,6535,482
0,2,WHITE,AUTO,54583,OTHER ASIAN,9001,9846,12561,8500,505
0,2,WHITE,AUTO,50262,AMERICAN,7782,8230,11085,7735,754
0,2,BLACK,AUTO,44700,OTHER ASIAN,7580,8199,10711,6735,482
0,2,BLUE,AUTO,44752,OTHER ASIAN,7580,8199,10711,6735,482
